DATA CRIAÇÃO;NÚMERO MM;OPER;TIPO;TIPO DE EMISSÃO;MOEDA;MONTANTE;VALOR BALANÇO;DATA INÍCIO;DATA FIM;CÓDIGO ACTIVO;NOME ACTIVO;ISIN;SECTOR INSTITUICIONAL;CONTA;TOTAL;DATA CONTABIL.;TAXA JURO;TOTAL MM;JURO CORRIDO;CÓDIGO PROGRAMA;BALCÃO;NIF CLIENTE;CONTA 074;TIPO TAXA;TAXA INTERVENÇÃO;SPREAD;INDEXANTE;VALOR INDEXANTE;ALTAMIRA;PRODUTO;SUBPRODUTO
23/01/2025;659354;Empréstimo;Papel Comercial;Prémio;EUR;10000000;4000000;27/01/2025;27/03/2025;PC1151_0012;GRUPADO ETE 2024 - 12ª Emissão;PTE93OJM0013;1312000;ETE-FLUVIAL SA//;4023377.64;23/01/2025;3.56608;4023377.64;11887;PC1151;7103;502387645;"	";Taxa Variável;3.56608;0.85;EURIBOR1M0;2.755;9001499374;113;EMP
23/01/2025;659355;Empréstimo;Papel Comercial;Prémio;EUR;175000000;54000000;27/01/2025;26/02/2025;PC1085_0018;GRUPADO BA GLASS - 2024 - 18ª Emissão;PTB2B4JM0064;1312000;BA GLASS PORTUGAL S.A.//;54145575.00;23/01/2025;3.235;54145575.00;145575;PC1085;7102;500041393;"	";Taxa Variável;3.235;0.48;EURIBOR1M0;2.755;8005551652;113;EMP
23/01/2025;659356;Empréstimo;Papel Comercial;Prémio;EUR;15000000;5000000;24/01/2025;10/03/2025;PC0871_0009;TEAK CAPITAL,SA - 2021 - 9ª Emissão;PTT63PJM0003;1310000;TEAK CAPITAL, S.A.//;5020319.25;23/01/2025;3.25108;5020319.25;14900.88;PC0871;7102;503872075;"	";Taxa Variável;3.25108;0.5;EURIBOR1M;2.776;7400219649;113;EMP
23/01/2025;659357;Empréstimo;Papel Comercial;Prémio;EUR;1000000;1000000;27/01/2025;25/04/2025;PC1047_0003;GRUPADO SCRAPS - 2024 - 3ª Emissão;PTS9SCJM0005;1312000;SCRAPS - SOCIEDADE IMOBILIÁRIA, SA.//;1009638.44;23/01/2025;3.943;1009638.44;3285.83;PC1047;6707;505038080;"	";Taxa Variável;3.943;1.45;EURIBOR1Y0;2.493;2391013951;113;EMP
23/01/2025;659358;Empréstimo;Papel Comercial;Prémio;EUR;175000000;21000000;27/01/2025;26/02/2025;PC1085_0019;GRUPADO BA GLASS - 2024 - 19ª Emissão;PTB2B5JM0063;1312000;BA GLASS PORTUGAL S.A.//;21056612.50;23/01/2025;3.235;21056612.50;56612.5;PC1085;7102;500041393;"	";Taxa Variável;3.235;0.48;EURIBOR1M0;2.755;8005551652;113;EMP
23/01/2025;659388;Empréstimo;Papel Comercial;Prémio;EUR;39000000;39000000;23/01/2025;19/01/2026;PC0909_0011;NABEIROGEST 2022 - 11ª Emissão;PTN04HJM0175;1312000;NABEIROGEST-SOC GESTORA PARTICIPAÇÕES SOCIAIS,SA//;40129839.75;23/01/2025;2.889;40129839.75;106411.5;PC0909;6380;503770850;"	";Taxa Variável;2.889;0.4;EURIBOR12M;2.489;1700095595;113;EMP
23/01/2025;659389;Empréstimo;Papel Comercial;Prémio;EUR;400000;400000;27/01/2025;28/04/2025;PC0930_0011;GRUPADO BEBECAR 1M 2022 - 11ª Emissão;PTB12DJM0025;1312000;BEBECAR - S.G.P.S., S.A.//;404441.81;23/01/2025;4.393;404441.81;1464.33;PC0930;6226;505568462;"	";Taxa Variável;4.393;1.9;EURIBOR12M;2.493;1700215173;113;EMP
24/01/2025;659458;Empréstimo;Papel Comercial;Prémio;EUR;5000000;5000000;28/01/2025;14/03/2025;PC0868_0019;GRUPADO DISA - 2021 - 19ª Emissão;PTP87QJM0008;1312000;PRIO BIOCOMBUSTIVEIS SA//;5024368.75;24/01/2025;3.899;5024368.75;15704.31;PC0868;9405;507597303;"	";Taxa Variável;3.899;1.4;EURIBOR1Y0;2.499;7400250466;113;EMP
24/01/2025;659459;Empréstimo;Papel Comercial;Prémio;EUR;1300000;1300000;28/01/2025;28/04/2025;PC0980_0004;GRUPADO JPM 2023 - 4ª Emissão;PTJ57DJM0007;1310000;JPM ASSET RENTING UNIPESSOAL LDA//;1312044.50;24/01/2025;3.706;1312044.50;3881.01;PC0980;;517292025;"	";Taxa Variável;3.706;1.125;EURIBOR6M0;2.581;7402515012;113;EMP
24/01/2025;659460;Empréstimo;Papel Comercial;Prémio;EUR;11500000;5500000;27/01/2025;26/02/2025;PC1036_0019;GRUPADO SALVADOR CAETANO 2023 - 19ª Emissão;PTV44PJM0003;1312000;23 PORTUGAL, S.A.//;5516064.58;24/01/2025;3.505;5516064.58;16064.58;PC1036;7102;517309203;"	";Taxa Variável;3.505;0.75;EURIBOR1M;2.755;7402651577;113;EMP
27/01/2025;659555;Empréstimo;Papel Comercial;Prémio;EUR;8000000;1500000;29/01/2025;28/02/2025;PC0550_0069;GRUPADO ARIE - 69ª Emissão;PTCK5RJM0014;1312000;COOK BOOK 2020 CONSULTORIA EM RESTAURACAO LDA//;1504668.75;27/01/2025;3.735;1504668.75;4357.5;PC0550;6208;514754290;"	31000310018542074";Taxa Variável;3.735;1;EURIBOR1M0;2.735;7401756675;113;EMP
27/01/2025;659556;Empréstimo;Papel Comercial;Prémio;EUR;1450000;1450000;28/01/2025;28/04/2025;PC1165_0002;CARVITIN - 2ª Emissão;PTC9NCJM0004;1312000;CARVITIN TINTURARIA E ACABAMENTOS LDA//;1461233.88;27/01/2025;3.099;1461233.88;3619.8;PC1165;6707;507975170;"	";Taxa Variável;3.099;0.6;EURIBOR12M;2.499;7400303258;113;EMP
27/01/2025;659557;Empréstimo;Papel Comercial;Prémio;EUR;800000;800000;29/01/2025;29/04/2025;PC1046_0005;SEDACOR - 2024 - 5ª Emissão;PTS356JM0034;1312000;SEDACOR SA//;807656.00;27/01/2025;3.828;807656.00;2381.87;PC1046;6226;500581525;"	";Taxa Variável;3.828;1.3;EURIBOR1Y0;2.528;2661001994;113;EMP
27/01/2025;659558;Empréstimo;Papel Comercial;Prémio;EUR;17500000;17500000;29/01/2025;27/03/2025;PC1032_0012;COLEP 2023 - 12ª Emissão;PTCK1TJM0040;1312000;COLEP PACKAGING PORTUGAL , S.A.//;17591259.61;27/01/2025;3.29358;17591259.61;44829.56;PC1032;7102;516267230;"	";Taxa Variável;3.29358;0.6;EURIBOR1M0;2.735;7402191345;113;EMP
27/01/2025;659559;Empréstimo;Papel Comercial;Prémio;EUR;5000000;1000000;29/01/2025;03/03/2025;PC1112_0041;GRUPADO JAPGEST 2024 BULLET - 41ª Emissão;PTJ2GOJM0126;1310000;JAPGEST SGPS LDA//;1003145.83;27/01/2025;3.43181;1003145.83;2669.18;PC1112;6228;505776480;"	";Taxa Variável;3.43181;0.7;EURIBOR1M;2.735;1700023219;113;EMP
27/01/2025;659560;Empréstimo;Papel Comercial;Prémio;EUR;50000000;50000000;29/01/2025;31/03/2025;PC0913_0014;SONAE MC I - MARÇO 2022 - 14ª Emissão;PTMO9XJM0096;1312000;MCRETAIL, SGPS SA//;50072861.11;27/01/2025;0.86;50072861.11;33444.44;PC0913;9411;501532927;"	";Taxa Fixa;0.86;;;;5237;113;EMP
27/01/2025;659561;Empréstimo;Papel Comercial;Prémio;EUR;3000000;2050000;29/01/2025;04/03/2025;PC0783_0034;GRUPADO PROEF - DEZEMBRO 2019 - 34ª Emissão;PTP331JM0105;1312000;Proef S.G.P.S. SA//;2056679.58;27/01/2025;3.45;2056679.58;5500.83;PC0783;6210;506418758;"	31000310019722074";Taxa Variável;3.45;0.85;EURIBOR6M0;2.6;7400114924;113;EMP
27/01/2025;659580;Empréstimo;Papel Comercial;Prémio;EUR;300000;300000;29/01/2025;29/04/2025;PC0936_0011;MundoTextil 2022 - 11ª Emissão;PTM021JM0065;1310000;MUNDOTEXTIL - INDUSTRIAS TEXTEIS SA//;302100.00;27/01/2025;2.8;302100.00;653.33;PC0936;6246;500388407;"	";Taxa Fixa;2.8;;;;6220013931;113;EMP
28/01/2025;659599;Empréstimo;Papel Comercial;Prémio;EUR;5000000;2000000;30/01/2025;03/03/2025;PC1112_0042;GRUPADO JAPGEST 2024 BULLET - 42ª Emissão;PTJ2G9JM0128;1310000;JAPGEST SGPS LDA//;2006118.77;28/01/2025;3.44181;2006118.77;5162.7;PC1112;6228;505776480;"	";Taxa Variável;3.44181;0.7;EURIBOR1M0;2.744;1700023219;113;EMP
28/01/2025;659609;Empréstimo;Papel Comercial;Prémio;EUR;1000000;550000;30/01/2025;04/03/2025;PC1152_0005;Lusomotos 2024 - 5ª Emissão;PTL537JM0023;1312000;LUSOMOTOS- VEICULOS E ACESSORIO, SA//;551554.85;28/01/2025;3.084;551554.85;1272.15;PC1152;6245;501831339;"	";Taxa Variável;3.084;0.55;EURIBOR1Y0;2.534;8023657561;113;EMP
28/01/2025;659610;Empréstimo;Papel Comercial;Prémio;EUR;10000000;10000000;30/01/2025;03/03/2025;PC1150_0005;GRUPADO ARIE 2024 - 5ª Emissão;PTA92VJM0035;1312000;Arie Investimentos - Sgps S.A.//;10031482.76;28/01/2025;3.54181;10031482.76;26563.5;PC1150;6208;510063152;"	";Taxa Variável;3.54181;0.8;EURIBOR1M0;2.744;7401212019;113;EMP
28/01/2025;659611;Empréstimo;Papel Comercial;Prémio;EUR;15000000;15000000;30/01/2025;28/02/2025;PC1131_0006;NORS 2024 - 6ª Emissão;PTA1SPJM0170;1312000;NORS, S.A.//;15039337.29;28/01/2025;3.2555;15039337.29;36624.38;PC1131;7102;500038015;"	";Taxa Variável;3.2555;0.5;EURIBORSW0;2.882;1952;113;EMP
28/01/2025;659612;Empréstimo;Papel Comercial;Prémio;EUR;2000000;2000000;30/01/2025;03/03/2025;PC1068_0011;PECOL AUTOMOTIVE,SA - 2024 - 11ª Emissão;PTP40YJM0095;1312000;PECOL AUTOMOTIVE (BAPOP)//;2005941.00;28/01/2025;3.34181;2005941.00;5012.7;PC1068;6245;505332655;"	";Taxa Variável;3.34181;0.6;EURIBOR1M0;2.744;5100465679;113;EMP
29/01/2025;659644;Empréstimo;Papel Comercial;Prémio;EUR;300000;300000;31/01/2025;02/05/2025;PC0838_0018;DESTILARIA LEVIRA LDA - OUTUBRO 2020 - 18ª Emissão;PTD25NJM0026;1312000;DESTILARIA LEVIRA LDA//;300758.33;29/01/2025;1;300758.33;216.67;PC0838;6586;506150283;"	";Taxa Fixa;1;;;;7400728340;113;EMP
29/01/2025;659649;Empréstimo;Papel Comercial;Prémio;EUR;8000000;8000000;31/01/2025;28/02/2025;PC0383_0103;GRUPADO SANTOGAL 2015 II - 103ª Emissão;PTS17TJM0080;1310000;SANTOGAL IMOBILIARIA, SA//;8017640.00;29/01/2025;2.835;8017640.00;16380;PC0383;7103;500131465;"	31000310013204074";Taxa Variável;2.835;0.3;EURIBOR12M;2.535;8001104665;113;EMP
29/01/2025;659650;Empréstimo;Papel Comercial;Prémio;EUR;18000000;18000000;31/01/2025;28/02/2025;PC0755_0025;GRUPADO THE FLADGATE PARTNERSHIP VIN - 25ª Emissão;PTT179JM0151;1312000;THE FLADGATE PARTNERSHIP-VINHOS S.A.//;18051772.00;29/01/2025;3.698;18051772.00;48074;PC0755;7102;503818127;"	31000310019250074";Taxa Variável;3.698;1.1;EURIBOR6M0;2.598;2311003241;113;EMP
29/01/2025;659651;Empréstimo;Papel Comercial;Prémio;EUR;25000000;10000000;31/01/2025;28/02/2025;PC0912_0019;NORS 2022 - 19ª Emissão;PTA3SRJM0176;1312000;AUTO SUECO LIMITADA//;10028194.44;29/01/2025;3.625;10028194.44;26180.56;PC0912;7102;500038015;"	";Taxa Variável;3.625;0.9;EURIBOR1M0;2.725;1952;113;EMP
29/01/2025;659652;Empréstimo;Papel Comercial;Prémio;EUR;1000000;250000;29/01/2025;17/09/2025;PC1192_0002;TRANSWHITE - 2ª Emissão;PTTW1QJM0018;1312000;TRANSWHITE - TRANSPORTES UNIPESSOAL LDA//;255659.50;29/01/2025;3.528;255659.50;686;PC1192;6239;506996395;"	";Taxa Variável;3.528;1;EURIBOR12M;2.528;5100550773;113;EMP
29/01/2025;659668;Empréstimo;Papel Comercial;Prémio;EUR;600000;600000;31/01/2025;30/01/2026;PC1052_0002;INTERPREV - 2024 - 2ª Emissão;PTI1VDJM0008;1312000;INTERPREV - SEGURANCA E SAUDE DO TRABALHO, S.A.//;621142.33;29/01/2025;3.485;621142.33;1510.17;PC1052;6247;507072065;"	";Taxa Variável;3.485;0.95;EURIBOR1Y0;2.535;7400860135;113;EMP
29/01/2025;659669;Empréstimo;Papel Comercial;Prémio;EUR;7500000;7200000;31/01/2025;28/02/2025;PC0971_0022;Santogal Imobiliária, S.A. 2023 - 22ª Emissão;PTS17UJM0087;1310000;SANTOGAL IMOBILIARIA, SA//;7215691.20;29/01/2025;2.802;7215691.20;14570.4;PC0971;7103;500131465;"	";Taxa Variável;2.802;0.19;EURIBOR3M0;2.612;8001104665;113;EMP
29/01/2025;659670;Empréstimo;Papel Comercial;Prémio;EUR;1200000;900000;31/01/2025;28/02/2025;PC0925_0052;GRUPADO Becrinvest 2022 - 52ª Emissão;PTG51RJM0018;1312000;GUBEC – I&D IN TEXTILES, UNIPESSOAL, LDA//;902458.40;29/01/2025;3.512;902458.40;2282.8;PC0925;6707;514693843;"	";Taxa Variável;3.512;0.9;EURIBOR3M0;2.612;7401654015;113;EMP
29/01/2025;659673;Empréstimo;Papel Comercial;Prémio;EUR;1200000;300000;31/01/2025;28/02/2025;PC0925_0053;GRUPADO Becrinvest 2022 - 53ª Emissão;PTG51SJM0017;1312000;GUBEC – I&D IN TEXTILES, UNIPESSOAL, LDA//;300819.47;29/01/2025;3.512;300819.47;760.93;PC0925;6707;514693843;"	";Taxa Variável;3.512;0.9;EURIBOR3M0;2.612;7401654015;113;EMP
30/01/2025;659736;Empréstimo;Papel Comercial;Prémio;EUR;900000;900000;31/01/2025;31/03/2025;PC1084_0001;CERÂMICA DA BORRALHEIRA - 2024 - 1ª Emissão;PTC1BJJM0009;1312000;CERAMICA DA BORRALHEIRA S.A.//;904938.30;30/01/2025;3.348;904938.30;2176.2;PC1084;6245;500817022;"	";Taxa Variável;3.348;0.75;EURIBOR6M;2.598;9002530400;113;EMP
30/01/2025;659737;Empréstimo;Papel Comercial;Prémio;EUR;1600000;1600000;31/01/2025;30/04/2025;PC0907_0013;MONLIZ PRODUTOS ALIMENTARES - 13ª Emissão;PTMU3MJM0001;1312000;MONLIZ-PRODUTOS ALIMENTARES MONDEGO E LIZ S.A.//;1604469.78;30/01/2025;1.13;1604469.78;1305.78;PC0907;6239;500963304;"	";Taxa Fixa;1.13;;;;9000647465;113;EMP
30/01/2025;659739;Empréstimo;Papel Comercial;Desconto;EUR;700000;700000;03/02/2025;01/08/2025;PC0109_0331;J. SOARES CORREIA - 331ª Emissão;PTJ00JJM0124;1312000;J. SOARES CORREIA ARMAZENS DE FERRO,S.A.//;700000.00;30/01/2025;1.33;700000.00;4007.83;PC0109;6581;500029857;"	31000310004211074";Taxa Fixa;1.33;;;;1095;113;EMP
30/01/2025;659742;Empréstimo;Papel Comercial;Prémio;EUR;6000000;1000000;30/01/2025;27/10/2025;PC1138_0003;GRUPADO FERPINTA TURISMO 2024 - 3ª Emissão;PTS71DJM0008;1312000;VILA BALEIRA PORTO SANTO SA//;1022755.00;30/01/2025;3.034;1022755.00;2275.5;PC1138;6226;511085133;"	";Taxa Variável;3.034;0.5;EURIBOR12M;2.534;2101706900;113;EMP
30/01/2025;659743;Empréstimo;Papel Comercial;Prémio;EUR;550000;550000;03/02/2025;02/05/2025;PC0948_0010;SULPASTEIS 2022 - 10ª Emissão;PTS93EJM0027;1312000;SULPASTEIS - COM. E IND. DE PRODUTOS ALIMENTARES CONGELADOS, LDA//;555083.34;30/01/2025;3.781;555083.34;1328.6;PC0948;6247;503297887;"	";Taxa Variável;3.781;1.25;EURIBOR1Y0;2.531;8046344141;113;EMP
30/01/2025;659744;Empréstimo;Papel Comercial;Prémio;EUR;250000;250000;03/02/2025;02/05/2025;PC0908_0013;GRUPADO DEROVO - FEV 2022 - 13ª Emissão;PTD33KJM0011;1312000;DEROVO, SGPS, S.A.//;250660.00;30/01/2025;1.08;250660.00;172.5;PC0908;6594;508095212;"	";Taxa Fixa;1.08;;;;7400463271;113;EMP
30/01/2025;659745;Empréstimo;Papel Comercial;Prémio;EUR;5500000;4000000;03/02/2025;05/03/2025;PC0367_0084;ESPORÃO SA - 84ª Emissão;PTFI1PJM0181;1312000;ESPORAO SA//;4011416.57;30/01/2025;3.42497;4011416.57;8752.78;PC0367;6208;500116377;"	31000310013014074";Taxa Variável;3.42497;0.7;EURIBOR1M0;2.729;8009658581;113;EMP
31/01/2025;659794;Empréstimo;Papel Comercial;Prémio;EUR;450000;450000;04/02/2025;02/05/2025;PC0883_0013;ZEZEROVO 2021 - 13ª Emissão;PTZ00DJM0013;1312000;ZEZEROVO - PRODUÇÃO AGRICOLA AVICOLA DO ZEZERE, SA//;450815.63;31/01/2025;0.75;450815.63;206.25;PC0883;6586;501686460;"	";Taxa Fixa;0.75;;;;8038392976;113;EMP
31/01/2025;659826;Empréstimo;Papel Comercial;Prémio;EUR;3000000;3000000;30/01/2025;30/10/2025;PC1197_0001;GLINTT 2025 - 1ª Emissão;PTG417JM0010;1312000;GLINTT GLOBAL INTELLIGENT TECHNOLOGIES SA//;3098109.38;31/01/2025;4.3125;3098109.38;9703.13;PC1197;7103;503541320;"	";Taxa Variável;4.3125;1.75;EURIBOR6M;2.591;3481005458;113;EMP
31/01/2025;659827;Empréstimo;Papel Comercial;Prémio;EUR;5000000;5000000;04/02/2025;19/01/2026;PC1169_0002;NABEIROGEST 2024 - 2ª Emissão;PTN04RJM0173;1312000;NABEIROGEST- SOCIEDADE GESTORA DE PARTICIPACOES SOCIAIS, S.A.//;5141490.42;31/01/2025;2.919;5141490.42;8919.17;PC1169;6380;503770850;"	";Taxa Variável;2.919;0.4;EURIBOR1Y0;2.519;1700095595;113;EMP
31/01/2025;659828;Empréstimo;Papel Comercial;Prémio;EUR;11000000;11000000;04/02/2025;04/09/2025;PC1162_0001;BONDALTI - 2024 - 1ª Emissão;PTQ1MAJM0005;1312000;BONDALTI CHEMICALS, S.A.//;11274657.78;31/01/2025;4.24;11274657.78;28502.22;PC1162;9411;500832234;"	";Taxa Variável;4.24;1.65;EURIBOR6M0;2.59;5100262365;113;EMP
31/01/2025;659829;Empréstimo;Papel Comercial;Prémio;EUR;2100000;2100000;04/02/2025;04/08/2025;PC1000_0005;GRUPADO METALOGALVA 2023 - 5ª Emissão;PTI005JM0048;1310000;METALOGALVA - IRMAOS SILVA, S.A.//;2139488.17;31/01/2025;3.74;2139488.17;4799.67;PC1000;7102;500363790;"	";Taxa Variável;3.74;1.15;EURIBOR6M0;2.59;2100280005;113;EMP
